"Time","sda_读取","sdb_读取","sdc_读取","sdd_读取","sda_写入","sdb_写入","sdc_写入","sdd_写入"
2025-06-04 20:40:00,,,,0.00225,,,,0.000775
2025-06-04 20:45:00,,,,0.00250,,0.00400,,0.000983
2025-06-04 20:50:00,,,,0.00267,,,,0.00108
2025-06-04 20:55:00,,,,0.000556,,,,0.000907
2025-06-04 21:00:00,,,,,,,,0.00101
2025-06-04 21:05:00,,,,0.000250,,,,0.00111
2025-06-04 21:10:00,,,,0.00300,,,,0.00147
2025-06-04 21:15:00,,,,0.00140,,,,0.00233
2025-06-04 21:20:00,,,,,,,,0.00123
2025-06-04 21:25:00,,,,,,,,0.000775
2025-06-04 21:30:00,,,,,,,,0.00119
2025-06-04 21:35:00,,,,0.00167,,,,0.000688
2025-06-04 21:40:00,,,,,,,,0.00101
2025-06-04 21:45:00,,,,0,,0.00300,,0.000617
2025-06-04 21:50:00,,,,0.00185,,0.001000,,0.000918
2025-06-04 21:55:00,,,,0.00194,,0.001000,,0.00118
2025-06-04 22:00:00,,0.00300,,0.000500,,,,0.000835
2025-06-04 22:05:00,,,,0.00112,,,,0.00116
2025-06-04 22:10:00,,,,0.000571,,,,0.00100
2025-06-04 22:15:00,,,,0.00110,,,,0.000708
2025-06-04 22:20:00,,,,0.000895,,0,,0.000664
2025-06-04 22:25:00,,,,0.00260,,0.00150,,0.000800
2025-06-04 22:30:00,,,,0.00257,,,,0.000632
2025-06-04 22:35:00,,,,0.00180,,0.00100,,0.00119
2025-06-04 22:40:00,,,,,,,,0.00115
2025-06-04 22:45:00,,,,0.00125,,,,0.000669
2025-06-04 22:50:00,,,,0.00513,,,,0.00127
2025-06-04 22:55:00,,,,0.000272,,,,0.000466
2025-06-04 23:00:00,,0.000375,,0.000833,,,,0.00126
2025-06-04 23:05:00,,0.00400,,0.000400,,,,0.000973
2025-06-04 23:10:00,,,,,,,,0.000674
2025-06-04 23:15:00,,,,0.00300,,,,0.000946
2025-06-04 23:20:00,,0.00300,,0.00267,,,,0.00127
2025-06-04 23:25:00,,,,0.000333,,,,0.000781
2025-06-04 23:30:00,,,,,,,,0.00133
2025-06-04 23:35:00,,,,0.000889,,,,0.000690
2025-06-04 23:40:00,,0,,0.000621,,,,0.00145
2025-06-04 23:45:00,,,,0.00300,,,,0.00123
2025-06-04 23:50:00,,,,0.000444,,0.00250,,0.000740
2025-06-04 23:55:00,,,,0.00114,,0.00133,,0.00103
2025-06-05 00:00:00,,,,0.00200,,,,0.000723
2025-06-05 00:05:00,,,,0.000800,,,,0.00120
2025-06-05 00:10:00,,,,0.00275,,,,0.00107
2025-06-05 00:15:00,,,,0.00200,,,,0.00128
2025-06-05 00:20:00,,,,0.00371,,0.00125,,0.000692
2025-06-05 00:25:00,,,,,,,,0.00130
2025-06-05 00:30:00,,,,0.00167,,,,0.000680
2025-06-05 00:35:00,,,,,,,,0.00125
2025-06-05 00:40:00,,,,0.00100,,,,0.00104
2025-06-05 00:45:00,,,,,,0.00100,,0.000694
2025-06-05 00:50:00,,0.00100,,0.000385,,0.00260,,0.00113
2025-06-05 00:55:00,,,,0.00167,,,,0.00105
2025-06-05 01:00:00,,,,0.00300,,,,0.00132
2025-06-05 01:05:00,,,,0.000333,,,,0.001000
2025-06-05 01:10:00,,,,,,,,0.00127
2025-06-05 01:15:00,,,,,,0.00220,,0.000919
2025-06-05 01:20:00,,,,,,,,0.000726
2025-06-05 01:25:00,,,,,,,,0.00146
2025-06-05 01:30:00,,,,0.00109,,,,0.00140
2025-06-05 01:35:00,,,,0.000346,,0.00260,,0.000904
2025-06-05 01:40:00,,,,0.00200,,0.00200,,0.000705
2025-06-05 01:45:00,,,,,,0.00267,,0.00132
2025-06-05 01:50:00,,,,0.00158,,,,0.00110
2025-06-05 01:55:00,,,,0.00257,,0.00493,,0.000981
2025-06-05 02:00:00,,,,0.00136,,,,0.000970
2025-06-05 02:05:00,,,,0.00256,,,,0.00131
2025-06-05 02:10:00,,,,,,,,
2025-06-05 02:15:00,,,,,,,,
2025-06-05 02:20:00,,,,,,,,
2025-06-05 02:25:00,,,,,,,,
2025-06-05 02:30:00,,,,,,,,
2025-06-05 02:35:00,,,,,,,,
2025-06-05 02:40:00,,,,,,,,
2025-06-05 02:45:00,,,,,,,,
2025-06-05 02:50:00,,0.00100,,0.001000,,0.00100,,0.00119
2025-06-05 02:55:00,,,,,,,,
2025-06-05 03:00:00,,,,,,,,
2025-06-05 03:05:00,,,,,,,,
2025-06-05 03:10:00,,,,,,,,
2025-06-05 03:15:00,,,,,,,,
2025-06-05 03:20:00,,,,,,,,
2025-06-05 03:25:00,,,,,,,,
2025-06-05 03:30:00,,,,,,,,
2025-06-05 03:35:00,,,,,,,,
2025-06-05 03:40:00,,,,,,,,
2025-06-05 03:45:00,,,,,,,,
2025-06-05 03:50:00,,,,,,,,
2025-06-05 03:55:00,,,,,,,,
2025-06-05 04:00:00,,,,,,,,
2025-06-05 04:05:00,,,,,,,,
2025-06-05 04:10:00,,,,,,,,
2025-06-05 04:15:00,,,,,,,,
2025-06-05 04:20:00,,,,,,,,
2025-06-05 04:25:00,,,,,,,,
2025-06-05 04:30:00,,,,,,,,
2025-06-05 04:35:00,,,,,,,,
2025-06-05 04:40:00,,,,,,,,
2025-06-05 04:45:00,,,,,,,,
2025-06-05 04:50:00,,,,,,,,
2025-06-05 04:55:00,,,,,,,,
2025-06-05 05:00:00,,,,,,,,
2025-06-05 05:05:00,,,,,,,,
2025-06-05 05:10:00,,,,,,,,
2025-06-05 05:15:00,,,,,,,,
2025-06-05 05:20:00,,,,,,,,
2025-06-05 05:25:00,,,,,,,,
2025-06-05 05:30:00,,,,,,,,
2025-06-05 05:35:00,,,,,,,,
2025-06-05 05:40:00,,,,,,,,
2025-06-05 05:45:00,,,,,,,,
2025-06-05 05:50:00,,,,,,,,
2025-06-05 05:55:00,,,,,,,,
2025-06-05 06:00:00,,,,,,,,
2025-06-05 06:05:00,,,,,,,,
2025-06-05 06:10:00,,,,,,,,
2025-06-05 06:15:00,,,,,,,,
2025-06-05 06:20:00,,,,,,,,
2025-06-05 06:25:00,,,,,,,,
2025-06-05 06:30:00,,,,,,,,
2025-06-05 06:35:00,,,,,,,,
2025-06-05 06:40:00,,,,,,,,
2025-06-05 06:45:00,,,,,,,,
2025-06-05 06:50:00,,,,,,,,
2025-06-05 06:55:00,,,,,,,,
2025-06-05 07:00:00,,,,,,,,
2025-06-05 07:05:00,,,,,,,,
2025-06-05 07:10:00,,,,,,,,
2025-06-05 07:15:00,,,,,,,,
2025-06-05 07:20:00,,,,,,,,
2025-06-05 07:25:00,,,,,,,,
2025-06-05 07:30:00,,,,,,,,
2025-06-05 07:35:00,,,,,,,,
2025-06-05 07:40:00,,,,,,,,
2025-06-05 07:45:00,,,,,,,,
2025-06-05 07:50:00,,,,,,,,
2025-06-05 07:55:00,,,,,,,,
2025-06-05 08:00:00,,,,,,,,
2025-06-05 08:05:00,,,,,,,,
2025-06-05 08:10:00,,,,,,,,
2025-06-05 08:15:00,,,,,,,,
2025-06-05 08:20:00,,,,,,,,
2025-06-05 08:25:00,,,,,,,,
2025-06-05 08:30:00,,,,,,,,
2025-06-05 08:35:00,,,,,,,,
2025-06-05 08:40:00,,,,,,,,
2025-06-05 08:45:00,,,,,,,,
2025-06-05 08:50:00,,,,,,,,
2025-06-05 08:55:00,,,,,,,,
2025-06-05 09:00:00,,,,,,,,
2025-06-05 09:05:00,,,,,,,,
2025-06-05 09:10:00,,,,,,,,
2025-06-05 09:15:00,,,,,,,,
2025-06-05 09:20:00,,,,,,,,
2025-06-05 09:25:00,,,,,,,,
2025-06-05 09:30:00,,,,,,,,
2025-06-05 09:35:00,,,,,,,,
2025-06-05 09:40:00,,,,,,,,
2025-06-05 09:45:00,,,,,,,,
2025-06-05 09:50:00,,,,,,,,
2025-06-05 09:55:00,,,,,,,,
2025-06-05 10:00:00,,,,,,,,
2025-06-05 10:05:00,,,,,,,,
2025-06-05 10:10:00,,,,,,,,
2025-06-05 10:15:00,,,,,,,,
2025-06-05 10:20:00,,,,,,,,
2025-06-05 10:25:00,,,,,,,,
2025-06-05 10:30:00,,,,,,,,
2025-06-05 10:35:00,,,,,,,,
2025-06-05 10:40:00,,,,,,,,
2025-06-05 10:45:00,,,,,,,,
2025-06-05 10:50:00,,,,,,,,
2025-06-05 10:55:00,,,,,,,,
2025-06-05 11:00:00,,,,,,,,
2025-06-05 11:05:00,,,,,,,,
2025-06-05 11:10:00,,,,,,,,
2025-06-05 11:15:00,,,,,,,,
2025-06-05 11:20:00,,,,,,,,
2025-06-05 11:25:00,,,,,,,,
2025-06-05 11:30:00,,,,,,,,
2025-06-05 11:35:00,,,,,,,,
2025-06-05 11:40:00,,,,,,,,
2025-06-05 11:45:00,,,,,,,,
2025-06-05 11:50:00,,,,,,,,
2025-06-05 11:55:00,,,,,,,,
2025-06-05 12:00:00,,,,,,,,
2025-06-05 12:05:00,,,,,,,,
2025-06-05 12:10:00,,,,,,,,
2025-06-05 12:15:00,,,,,,,,
2025-06-05 12:20:00,,,,,,,,
2025-06-05 12:25:00,,,,,,,,
2025-06-05 12:30:00,,,,,,,,
2025-06-05 12:35:00,,,,,,,,
2025-06-05 12:40:00,,,,,,,,
2025-06-05 12:45:00,,,,,,,,
2025-06-05 12:50:00,,,,,,,,
2025-06-05 12:55:00,,,,,,,,
2025-06-05 13:00:00,,,,,,,,
2025-06-05 13:05:00,,,,,,,,
2025-06-05 13:10:00,,,,0.000464,,,,0.000603
2025-06-05 13:15:00,,,,0.00125,,0.000500,,0.00112

